scheme_id,scheme_name,description,jurisdiction_type,state_code,category,annual_income_limit,occupations,social_categories,gender,age_min,age_max,is_portable,portability_type,source_dataset,source_file
CENTRAL_NA_interest_subsidy_for_micro_small_medium_and_large_new_industries_under_motivation_of_entrepreneurs_to_start_industries_and_fiscal_assistance_to_industries_various_incentives,"""Interest Subsidy (For Micro, Small, Medium and Large New Industries)"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - Various Incentives""","""Interest Subsidy (For Micro, Small, Medium and Large New Industries)"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - Various Incentives"" is a scheme by the Industries and Commerce Department, Union Territory of Puducherry. The scheme came into force with effect from 1st April 2017 and is in operation in the whole of the UT of Puducherry. Through this scheme, the industrial units availing loans from financial institutions towards the creation of fixed assets and for working capital shall be eligible for an interest subsidy to an extent of 25% of the annual interest amount paid. The applications are accepted offline in the prescribed form available on the Official Website of the Department.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_interest_subsidy_under_motivation_of_entrepreneurs_to_start_industries_and_fiscal_assistance_to_industries,"""Interest Subsidy"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries""","The ""Interest Subsidy"" is a Component of the ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries"" Scheme by the Industries and Commerce Department, Union Territory of Puducherry. The industrial units which have availed loans from financial institutions towards the creation of fixed assets and for working capital shall be eligible for an interest incentive to an extent of 25% of the annual interest amount paid. The applications are accepted offline in the prescribed form available on the Official Website of the Department.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_management_training_component_of_the_development_of_industries_scheme,"""Management Training"" Component of the ""Development of Industries"" Scheme","The scheme ""Management Training"" is a component of the ""Development of Industries"" Scheme by the District Industries Centre, Department of Industries and Commerce, Union Territory of Puducherry. Through this scheme, management training is imparted as a means to enhance productivity. It is imparted to the entrepreneurs/industrialists or their representative in various disciplines namely Financial Management, Marketing Management, Personnel Management, Quality control, etc, to discharge their duties in an efficient manner benefiting both the employee and employer and the economy.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_market_development_support_assistance_under_motivation_of_entrepreneurs_to_start_industries_and_fiscal_assistance_to_industries_various_incentives,"""Market Development Support Assistance"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - Various Incentives""","""Market Development Support Assistance"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - Various Incentives"" is a scheme by the Industries and Commerce Department, Union Territory of Puducherry. The scheme came into force with effect from 1st April 2017 and is in operation in the whole of the UT of Puducherry. Through this scheme, assistance worth 50% of total rent, literature and display material (subject to a maximum of ₹5,00,000/-) is provided to the industrial unit for participation in international trade fair as an industry association. The applications are accepted offline in the prescribed form available on the Official Website of the Department.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_monthly_grant_to_old_crafts_persons_pension_component_of_the_development_of_handicrafts_scheme,"""Monthly Grant To Old Crafts Persons (Pension)"" Component of the ""Development of Handicrafts"" Scheme","The scheme “Monthly Grant To Old Crafts Persons (Pension)” Component of the ""Development of Handicrafts"" Scheme by the Department of Industries and Commerce, Union Territory of Puducherry, aims to provide pension to artisans in their old age, recognizing their contribution to traditional crafts. Under this scheme, eligible craftspersons receive a monthly grant of ₹2,000/-.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_outstanding_artisan_of_the_year_under_motivation_of_entrepreneurs_to_start_industries_and_fiscal_assistance_to_industries_state_awards_to_micro_small_and_medium_enterprises,"""Outstanding Artisan of the Year"" under “Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - State Awards to Micro, Small and Medium Enterprises”","""Outstanding Artisan of the Year"" under “Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - State Awards to Micro, Small and Medium Enterprises” is a scheme by the Industries and Commerce Department, Union Territory of Puducherry. The award is conferred upon the artisan who has been a participant for 3 years in National / International handicraft exhibitions/fairs. The awardee is given a cash award of ₹2,00,000/- and a citation. The applications are accepted offline in the prescribed form available on the Official Website of the Department.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_outstanding_entrepreneur_under_motivation_of_entrepreneurs_to_start_industries_and_fiscal_assistance_to_industries_state_awards_to_micro_small_and_medium_enterprises,"""Outstanding Entrepreneur"" under “Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - State Awards to Micro, Small and Medium Enterprises”","""Outstanding Entrepreneur"" under “Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - State Awards to Micro, Small and Medium Enterprises” is a scheme by the Industries and Commerce Department, Union Territory of Puducherry. The scheme is formulated under the New Industrial Policy 2016, introduced on 4th October 2016. The 'State Award' Schemes are formulated to provide awards for the best outstanding Entrepreneurs/Enterprises conforming to the New Industrial Policy 2016. The scheme is in operation in the whole of the UT of Puducherry. The applications are accepted offline in the prescribed form available on the Official Website of the Department.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_outstanding_exporter_under_motivation_of_entrepreneurs_to_start_industries_and_fiscal_assistance_to_industries_state_awards_to_micro_small_and_medium_enterprises,"""Outstanding Exporter"" under “Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - State Awards to Micro, Small and Medium Enterprises”","""Outstanding Exporter"" under “Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - State Awards to Micro, Small and Medium Enterprises” is a scheme by the Industries and Commerce Department, Union Territory of Puducherry. The direct manufacture exporters that are exporting for 3 years are conferred with a cash award of ₹2,00,000/- and a citation. The scheme is formulated under the New Industrial Policy 2016, introduced on 4th October 2016. The 'State Award' Schemes are formulated to provide awards for the best outstanding Entrepreneurs/Enterprises conforming to the New Industrial Policy 2016.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_outstanding_sc_st_entrepreneur_under_motivation_of_entrepreneurs_to_start_industries_and_fiscal_assistance_to_industries_state_awards_to_micro_small_and_medium_enterprises,"""Outstanding SC/ST Entrepreneur"" under “Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - State Awards to Micro, Small and Medium Enterprises”","""Outstanding SC/ST Entrepreneur"" under “Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - State Awards to Micro, Small and Medium Enterprises” is a scheme by the Industries and Commerce Department, Union Territory of Puducherry. The scheme is formulated under the New Industrial Policy 2016, introduced on 4th October 2016. The 'State Award' Schemes are formulated to provide awards for the best outstanding Entrepreneurs/Enterprises conforming to the New Industrial Policy 2016. The scheme is in operation in the whole of the UT of Puducherry. The applications are accepted offline in the prescribed form available on the Official Website of the Department.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_protected_cultivation_component_of_establishment_of_new_gardens_area_expansion_scheme,"""Protected Cultivation"" Component of ""Establishment of New Gardens (Area Expansion)"" Scheme","""Protected Cultivation"" component of the ""Establishment of New Gardens (Area Expansion)"" scheme under the ""National Horticulture Mission (NHM)"", a Centrally Sponsored Scheme by the Ministry of Agriculture and Farmers Welfare, Govt. of India. In Puducherry, this scheme is implemented by the Department of Agriculture and Farmer's Welfare, Union Territory of Puducherry. Through this scheme, the farmers are provided Poly House, Shade Net House (Tubular Structure), and Plastic Mulching at subsidised rates for practising Protected Cultivation.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
